1570830612612;-0.00001667;0.00000016;0.00003482;0.00002123;-0.00000411;0.00001556;-0.00003896;0.00007515;VALID;
1570830612615;0.00001127;0.00003000;0.00002825;-0.00000731;-0.00005349;-0.00003655;-0.00002548;0.00001017;VALID;
1570830612619;-0.00001214;0.00002921;-0.00000116;-0.00002658;-0.00001111;-0.00001100;-0.00004343;0.00001084;VALID;
1570830612623;-0.00000313;-0.00000872;0.00002349;0.00000675;0.00002550;0.00002917;-0.00002287;0.00003342;VALID;
1570830612628;0.00001433;0.00001410;0.00004316;0.00000930;0.00000208;0.00000903;-0.00003693;0.00003438;VALID;
1570830612631;0.00002233;0.00001813;0.00002213;-0.00002403;-0.00005195;-0.00002584;-0.00007754;0.00001741;VALID;
1570830612636;0.00002642;0.00002322;0.00000945;0.00000042;-0.00003453;-0.00003002;-0.00005483;0.00002653;VALID;
1570830612639;0.00003970;0.00000349;0.00001435;0.00001920;-0.00001960;-0.00000159;-0.00001075;0.00003346;VALID;
1570830612644;0.00002494;0.00001413;0.00001348;-0.00000338;0.00000221;0.00001080;-0.00000230;0.00001629;VALID;
1570830612648;-0.00000004;0.00001913;0.00000608;0.00000836;-0.00000780;-0.00003138;-0.00003576;0.00002365;VALID;
1570830612652;0.00002318;0.00000581;0.00001169;-0.00002937;-0.00003415;-0.00005344;-0.00005706;0.00001395;VALID;
1570830612658;0.00000990;-0.00002195;-0.00000031;0.00001120;-0.00002244;-0.00005423;-0.00008941;0.00001442;VALID;
1570830612662;0.00002997;-0.00002747;-0.00000726;0.00002342;-0.00000145;-0.00000954;-0.00004249;0.00002030;VALID;
1570830612665;-0.00000440;-0.00005286;-0.00002814;-0.00002727;-0.00002380;-0.00002441;-0.00008404;-0.00001019;VALID;
1570830612670;0.00000664;-0.00006073;-0.00003601;-0.00002266;-0.00004683;-0.00000943;-0.00010078;-0.00002865;VALID;
1570830612674;0.00000838;-0.00002385;-0.00002253;-0.00000074;-0.00002079;0.00001746;-0.00007132;-0.00000512;VALID;
1570830612678;-0.00001860;-0.00001178;0.00001254;0.00003462;0.00002394;0.00003970;-0.00006225;0.00000834;VALID;
1570830612683;-0.00000932;-0.00003196;0.00001726;0.00002729;-0.00001227;-0.00001862;-0.00004088;-0.00000519;VALID;
1570830612686;-0.00000038;-0.00003022;-0.00002499;0.00000145;-0.00003248;0.00001486;-0.00004191;0.00000494;VALID;
1570830612691;0.00001817;0.00001160;-0.00005081;0.00001520;-0.00004245;0.00000389;-0.00006444;0.00004046;VALID;
1570830612696;0.00003628;0.00003281;-0.00004591;0.00005548;0.00000150;0.00003764;-0.00006270;0.00003210;VALID;
1570830612700;0.00002883;0.00002372;-0.00003583;0.00003793;-0.00001464;0.00004265;-0.00005870;0.00000438;VALID;
1570830612704;0.00004032;0.00001350;-0.00002928;-0.00000380;-0.00001075;0.00002070;-0.00004790;0.00001019;VALID;
1570830612708;0.00003485;0.00002007;-0.00003824;-0.00002497;-0.00005709;0.00004399;-0.00004694;0.00000402;VALID;
1570830612712;0.00001860;0.00000961;0.00000595;-0.00003581;-0.00001511;0.00006565;-0.00002977;0.00002155;VALID;
1570830612716;0.00003364;0.00002548;0.00000581;-0.00000458;0.00002108;0.00007401;-0.00004338;0.00003619;VALID;
1570830612721;0.00005371;0.00002532;-0.00003536;-0.00003561;0.00000232;-0.00000485;-0.00007331;0.00001750;VALID;
1570830612724;0.00006301;0.00004839;-0.00002823;-0.00005702;-0.00002005;0.00001770;-0.00007490;-0.00003163;VALID;
1570830612729;0.00005376;0.00001947;-0.00001495;-0.00000333;0.00001046;0.00001945;-0.00002825;0.00005177;VALID;
1570830612735;0.00004926;0.00002477;0.00001290;0.00000342;0.00002059;0.00007387;-0.00003858;0.00003657;VALID;
1570830612737;0.00004224;0.00001806;-0.00003590;-0.00002320;0.00002494;0.00002680;-0.00004551;0.00000237;VALID;
1570830612741;0.00002993;0.00003306;-0.00002555;-0.00004786;-0.00000277;0.00000373;-0.00007231;0.00000858;VALID;
1570830612746;0.00002660;0.00002137;0.00002774;-0.00001207;-0.00000561;0.00006422;-0.00007837;0.00000874;VALID;
1570830612749;0.00000577;0.00001748;0.00001574;0.00001759;-0.00000333;0.00006719;-0.00003561;0.00000230;VALID;
1570830612755;-0.00002635;0.00000105;0.00001370;0.00001446;-0.00002052;0.00004962;-0.00006019;0.00003549;VALID;
1570830612758;-0.00001781;-0.00003266;-0.00002222;0.00000121;0.00000378;0.00003833;-0.00008990;0.00000820;VALID;
1570830612763;-0.00002924;-0.00004399;-0.00000941;0.00004452;0.00002421;0.00002711;-0.00007325;-0.00000275;VALID;
1570830612767;-0.00000237;-0.00005013;0.00003038;0.00005758;0.00002501;0.00006317;-0.00003896;0.00003257;VALID;
1570830612772;0.00000579;-0.00005022;-0.00000523;0.00003744;0.00002631;0.00006077;-0.00006082;0.00002360;VALID;
1570830612775;0.00000208;-0.00002016;-0.00003871;0.00001451;0.00002063;0.00001795;-0.00007533;0.00002038;VALID;
1570830612780;-0.00000641;-0.00001426;-0.00002307;0.00002984;0.00002032;0.00001321;-0.00006077;0.00004028;VALID;
1570830612784;-0.00003520;-0.00002841;0.00001274;0.00004126;0.00003567;0.00002065;-0.00005659;0.00002993;VALID;
1570830612787;-0.00001808;-0.00003688;-0.00002461;0.00001840;0.00002714;0.00004180;-0.00002810;0.00000688;VALID;
1570830612791;-0.00000232;-0.00006216;-0.00006364;0.00001395;0.00001229;-0.00000758;-0.00004752;0.00000333;VALID;
1570830612796;-0.00002693;-0.00004781;-0.00005816;0.00001131;0.00001332;-0.00001368;-0.00005856;0.00001200;VALID;
1570830612800;-0.00000494;-0.00004761;-0.00000353;0.00003869;0.00004435;0.00001028;-0.00002007;0.00001708;VALID;
1570830612803;-0.00000013;-0.00003254;0.00000838;0.00004072;0.00006102;0.00004383;-0.00002150;-0.00002338;VALID;
1570830612807;0.00000192;-0.00003377;-0.00003543;0.00000072;0.00004012;0.00000785;-0.00003985;-0.00002803;VALID;
1570830612812;0.00002615;-0.00004394;-0.00005217;0.00001135;0.00000802;0.00003701;-0.00003545;-0.00000831;VALID;
1570830612817;0.00005020;-0.00003583;0.00000181;0.00005302;0.00001167;0.00006138;-0.00004821;-0.00000235;VALID;
1570830612820;0.00004718;-0.00001055;0.00001857;0.00003621;0.00001699;0.00005948;-0.00004039;0.00000058;VALID;
1570830612824;0.00001779;0.00000063;0.00000360;0.00002633;-0.00001211;0.00003263;-0.00007705;-0.00000295;VALID;
1570830612830;0.00002273;0.00001039;0.00001489;0.00001211;-0.00001578;0.00001719;-0.00008688;0.00001538;VALID;
1570830612835;0.00004023;0.00002734;0.00000724;0.00003250;0.00000058;0.00002691;-0.00010179;0.00005385;VALID;
1570830612840;0.00005572;0.00004061;0.00001831;0.00003456;0.00001793;0.00002613;-0.00009030;0.00005002;VALID;
1570830612843;0.00003091;0.00004379;-0.00002892;0.00002693;0.00000930;0.00002311;-0.00008100;-0.00000188;VALID;
1570830612848;0.00001710;0.00000460;-0.00002430;-0.00001254;-0.00001784;0.00004895;-0.00008979;0.00001658;VALID;
1570830612852;0.00002126;-0.00001218;0.00003382;-0.00001448;0.00001287;0.00003359;-0.00006241;0.00001446;VALID;
